core_id	gene_bare	gene_name	source_gene_id	ref_chrom	ref_start	ref_end	ref_strand	reference_core_length	mean_reference_island_length	overlap_category	coding_partners	n_species_accepted	n_species_d_le_0.05	n_species_d_le_0.04	n_species_d_le_0.03	n_species_d_le_0.02	n_species_d_le_0.01	mean_dist	median_dist	max_dist	mean_aligned_length	median_aligned_length	species_present
ENSG00000223726_core_2	ENSG00000223726		U_ENSG00000223726.2	chr22	27318246	27318374	-	128	128.0	intergenic	.	18	17	15	11	0	0	0.0315	0.0241	0.084	117.4	127.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000223764_core_6	ENSG00000223764	LINC02593	U_ENSG00000223764.3	chr1	920008	920616	-	608	608.0	antisense	ENSG00000187634	17	15	13	9	7	1	0.031	0.0286	0.0685	345.1	351.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,rheMac10,rn7,susScr11
ENSG00000223944_core_5	ENSG00000223944		U_ENSG00000223944.4	chr1	37318426	37318554	-	128	128.0	intergenic	.	18	15	14	10	0	0	0.0364	0.0288	0.0917	118.5	127.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000223947_core_4	ENSG00000223947		U_ENSG00000223947.1	chr2	101001730	101002244	-	514	514.0	antisense	ENSG00000071082,ENSG00000170485	19	14	14	11	6	1	0.0316	0.0236	0.0735	323.4	270.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224020_core_1	ENSG00000224020		U_ENSG00000224020.4	chr9	124658479	124658741	+	262	262.0	antisense	ENSG00000148200	17	16	13	13	10	5	0.0239	0.016	0.0859	165.5	149.0	HLbalEde1,HLcamDro2,HLdidVir1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224032_core_1	ENSG00000224032	EPB41L4A-AS1	U_ENSG00000224032.10	chr5	112160765	112161295	+	530	530.0	antisense	ENSG00000129595	17	17	17	17	11	1	0.0181	0.0168	0.0283	386.5	351.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224046_core_1	ENSG00000224046	DMTF1-AS1	U_ENSG00000224046.4	chr7	87152386	87152834	-	448	448.0	antisense	ENSG00000135164	19	18	17	16	16	14	0.0139	0.0059	0.0718	379.4	448.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224066_core_1	ENSG00000224066	IQCC-AS1	U_ENSG00000224066.1	chr1	32204811	32205259	-	448	448.0	antisense	ENSG00000160050,ENSG00000160051	17	17	14	12	11	2	0.0214	0.0158	0.042	296.4	319.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000224149_core_1	ENSG00000224149	LHX8-AS1	U_ENSG00000224149.1	chr1	75130385	75130713	-	328	328.0	antisense	ENSG00000162624	17	14	13	12	9	1	0.0286	0.0196	0.0911	264.9	318.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,rn7,susScr11
ENSG00000224152_core_1	ENSG00000224152	BAZ2B-AS1	U_ENSG00000224152.3	chr2	159616344	159616712	+	368	368.0	antisense	ENSG00000123636	19	19	19	19	19	18	0.0072	0.0069	0.0103	338.6	355.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224165_core_1	ENSG00000224165	DNAJC27-AS1	U_ENSG00000224165.9	chr2	24972021	24972232	+	211	211.0	antisense	ENSG00000115137	17	14	13	13	9	0	0.0279	0.0188	0.0601	194.0	204.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000224189_core_2	ENSG00000224189	HAGLR	U_ENSG00000224189.9	chr2	176174884	176175452	-	568	568.0	antisense	ENSG00000128652	18	15	14	13	12	10	0.0204	0.0072	0.0709	407.9	480.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7
ENSG00000224505_core_1	ENSG00000224505	HEXIM2-AS1	U_ENSG00000224505.5	chr17	45148831	45149359	-	528	528.0	antisense	ENSG00000168517,ENSG00000186834	18	17	17	15	10	1	0.0218	0.0171	0.0716	261.1	208.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224592_core_1	ENSG00000224592	MIR3659HG	U_ENSG00000224592.6	chr1	38047393	38047561	+	168	168.0	near_coding_5kb	.	19	15	13	10	5	0	0.0321	0.029	0.062	160.7	164.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224660_core_1	ENSG00000224660	SH3BP5-AS1	U_ENSG00000224660.2	chr3	15256743	15257031	+	288	288.0	antisense	ENSG00000131370	18	12	10	9	7	1	0.0376	0.0293	0.093	186.1	185.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224699_core_1	ENSG00000224699	LAMTOR5-AS1	U_ENSG00000224699.13	chr1	110347195	110347887	+	692	692.0	antisense	ENSG00000134248,ENSG00000168679	19	16	16	16	16	14	0.0178	0.0078	0.0919	385.3	303.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224738_core_1	ENSG00000224738		U_ENSG00000224738.3	chr17	59106637	59107325	+	688	688.0	antisense	ENSG00000108395,ENSG00000182628	18	18	18	18	17	15	0.0085	0.007	0.0217	569.4	558.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224817_core_1	ENSG00000224817	LINC03046	U_ENSG00000224817.3	chr10	101704452	101704704	-	252	252.0	intergenic	.	18	17	16	16	12	0	0.0216	0.0168	0.0781	211.6	211.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000224870_core_1	ENSG00000224870	MRPL20-AS1	U_ENSG00000224870.10	chr1	1399555	1399883	+	328	328.0	antisense	ENSG00000242485	17	17	16	9	1	1	0.0301	0.0287	0.0452	308.3	321.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000224888_core_1	ENSG00000224888	HSALR1	U_ENSG00000224888.4	chr16	88738071	88738399	+	328	328.0	antisense	ENSG00000103335	18	15	14	9	7	1	0.0314	0.0298	0.0754	242.6	235.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000225174_core_3	ENSG00000225174		U_ENSG00000225174.2	chr6	108157458	108157946	+	488	488.0	antisense	ENSG00000081087	19	18	18	18	17	15	0.0117	0.0071	0.0811	333.7	328.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000225187_core_1	ENSG00000225187		U_ENSG00000225187.1	chr2	47067981	47068589	+	608	608.0	antisense+sense	ENSG00000068724,ENSG00000239605,ENSG00000273269	17	15	14	11	4	1	0.0294	0.0264	0.0756	360.1	369.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000225235_core_2	ENSG00000225235	INTS6L-AS1	U_ENSG00000225235.2	chrX	135521495	135521688	-	193	193.0	antisense	ENSG00000165359	17	15	14	14	11	0	0.026	0.0195	0.0795	152.1	143.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000225708_core_1	ENSG00000225708		U_ENSG00000225708.7	chr20	58069119	58069367	-	248	248.0	intergenic	.	17	12	9	7	4	1	0.0442	0.0385	0.0911	167.5	171.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000225733_core_2	ENSG00000225733	FGD5-AS1	U_ENSG00000225733.8	chr3	14948068	14948424	-	356	356.0	antisense	ENSG00000154783,ENSG00000177463	19	18	18	18	16	6	0.0164	0.012	0.0871	258.6	249.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000225822_core_1	ENSG00000225822	UBXN7-AS1	U_ENSG00000225822.5	chr3	196432264	196432752	+	488	488.0	antisense	ENSG00000163960	18	17	17	17	17	13	0.0131	0.0068	0.0937	393.5	449.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000225850_core_1	ENSG00000225850		U_ENSG00000225850.5	chr10	97334643	97334971	+	328	328.0	antisense	ENSG00000181274	18	18	18	18	17	1	0.0138	0.013	0.0226	307.6	321.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000225891_core_1	ENSG00000225891	DHDDS-AS1	U_ENSG00000225891.3	chr1	26472090	26472276	-	186	186.0	antisense	ENSG00000117682	19	12	10	9	8	0	0.0393	0.0338	0.0805	160.1	184.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000226172_core_1	ENSG00000226172		U_ENSG00000226172.3	chr1	119001385	119001632	-	247	247.0	near_coding_5kb	.	18	14	13	13	8	1	0.0308	0.0207	0.0797	185.4	195.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000226252_core_3	ENSG00000226252		U_ENSG00000226252.1	chr1	47229474	47229802	+	328	328.0	antisense	ENSG00000162367	17	15	14	13	10	1	0.0243	0.0165	0.0589	262.5	283.0	HLbalEde1,HLcamDro2,HLdidVir1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000226349_core_3	ENSG00000226349		U_ENSG00000226349.2	chr1	225777575	225777748	-	173	173.0	near_coding_5kb	.	17	14	9	6	1	0	0.0395	0.0381	0.0759	147.8	147.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000226510_core_2	ENSG00000226510		U_ENSG00000226510.3	chr19	35668437	35668605	-	168	168.0	antisense	ENSG00000105668	18	18	18	17	14	0	0.0187	0.0173	0.0345	160.4	165.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000226604_core_2	ENSG00000226604	PAPPA-AS2	U_ENSG00000226604.2	chr9	116286620	116287028	-	408	408.0	antisense	ENSG00000182752	17	12	10	9	7	2	0.037	0.0211	0.0993	203.5	164.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,susScr11
ENSG00000226648_core_3	ENSG00000226648	PLCG1-AS1	U_ENSG00000226648.3	chr20	41137847	41138003	-	156	156.0	antisense	ENSG00000124181,ENSG00000198900	18	15	10	4	1	0	0.043	0.0387	0.0876	145.9	154.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000226673_core_2	ENSG00000226673	LINC01108	U_ENSG00000226673.2	chr6	14282140	14282708	-	568	568.0	intergenic	.	18	17	17	15	15	8	0.016	0.0112	0.0586	319.9	349.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,rn7,susScr11
ENSG00000226754_core_1	ENSG00000226754	MAGOH-DT	U_ENSG00000226754.4	chr1	53238619	53239027	+	408	408.0	antisense	ENSG00000157193	18	12	9	8	5	1	0.0419	0.0398	0.0923	256.4	252.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,rn7,susScr11
ENSG00000226812_core_2	ENSG00000226812	R3HDML-AS1	U_ENSG00000226812.3	chr20	44350626	44350856	-	230	230.0	antisense	ENSG00000101074	17	16	16	14	11	0	0.0221	0.0183	0.0599	187.6	178.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000226889_core_1	ENSG00000226889	ATF6-DT	U_ENSG00000226889.5	chr1	161749559	161750287	-	728	728.0	antisense	ENSG00000081721	19	18	18	18	18	8	0.0125	0.0113	0.052	465.5	489.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000226913_core_4	ENSG00000226913	BSN-DT	U_ENSG00000226913.3	chr3	49554179	49554374	-	195	195.0	antisense	ENSG00000173402	18	12	12	8	1	0	0.0386	0.0302	0.0769	174.2	188.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000226954_core_3	ENSG00000226954		U_ENSG00000226954.1	chr22	49718983	49719551	-	568	568.0	intergenic	.	17	13	13	11	5	1	0.0326	0.0282	0.0884	385.9	412.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000227014_core_4	ENSG00000227014	FKBP14-AS1	U_ENSG00000227014.7	chr7	30026667	30027035	+	368	368.0	antisense+sense	ENSG00000106080,ENSG00000106086,ENSG00000136193	18	16	15	10	4	1	0.0326	0.025	0.0939	243.4	233.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000227036_core_14	ENSG00000227036	LINC00511	U_ENSG00000227036.11	chr17	72592308	72592804	-	496	496.0	intergenic	.	18	16	15	13	10	2	0.0258	0.0173	0.0896	350.2	370.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000227060_core_1	ENSG00000227060		U_ENSG00000227060.8	chrX	134549906	134550194	+	288	288.0	intergenic	.	17	14	13	12	12	1	0.0274	0.0168	0.0658	249.9	263.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000227115_core_3	ENSG00000227115	LINC01630	U_ENSG00000227115.11	chr18	51563636	51564324	+	688	688.0	intergenic	.	17	14	14	11	5	1	0.0307	0.0261	0.0908	230.6	205.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000227128_core_3	ENSG00000227128	LBX1-AS1	U_ENSG00000227128.6	chr10	101238787	101239235	+	448	448.0	near_coding_5kb	.	19	19	18	14	12	6	0.0188	0.0139	0.0448	312.4	306.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000227252_core_2	ENSG00000227252	COPS8-DT	U_ENSG00000227252.3	chr2	237085342	237085768	-	426	426.0	near_coding_5kb	.	18	9	4	3	1	1	0.0487	0.0508	0.075	201.9	176.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000227477_core_3	ENSG00000227477	STK4-DT	U_ENSG00000227477.2	chr20	44966232	44966461	-	229	229.0	near_coding_5kb	.	18	16	13	11	1	0	0.0316	0.0276	0.0508	209.1	213.5	HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000227487_core_4	ENSG00000227487		U_ENSG00000227487.4	chr11	113270233	113270361	-	128	128.0	antisense	ENSG00000149294	18	15	15	15	11	0	0.0251	0.0194	0.0525	109.6	128.0	HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000227659_core_2	ENSG00000227659		U_ENSG00000227659.1	chr13	99690799	99690971	-	172	172.0	antisense	ENSG00000125246	17	17	16	16	8	0	0.0219	0.0202	0.047	156.7	165.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000227857_core_1	ENSG00000227857		U_ENSG00000227857.3	chr1	46133160	46133390	+	230	230.0	antisense	ENSG00000278139	18	17	17	15	15	1	0.0178	0.0123	0.0693	218.6	224.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000227896_core_1	ENSG00000227896		U_ENSG00000227896.2	chr10	86521984	86522312	+	328	328.0	near_coding_5kb	.	19	19	19	19	14	1	0.015	0.0126	0.0238	320.4	325.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000228035_core_1	ENSG00000228035	NGF-AS1	U_ENSG00000228035.2	chr1	115365669	115365977	+	308	308.0	antisense	ENSG00000134259	18	16	16	15	8	0	0.0248	0.0204	0.0841	192.3	164.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000228061_core_3	ENSG00000228061	ELP4-AS1	U_ENSG00000228061.8	chr11	31767239	31767382	-	143	143.0	antisense	ENSG00000109911	19	16	12	5	1	0	0.0388	0.0341	0.0716	129.5	142.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000228084_core_1	ENSG00000228084		U_ENSG00000228084.4	chr1	99969734	99969964	-	230	230.0	antisense	ENSG00000117620	19	19	18	15	9	0	0.0241	0.0212	0.0418	213.0	221.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000228417_core_1	ENSG00000228417		U_ENSG00000228417.1	chr10	110208322	110208485	-	163	163.0	antisense	ENSG00000119950	19	18	17	17	12	0	0.0238	0.0187	0.0769	154.3	162.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000228506_core_1	ENSG00000228506	PNISR-AS1	U_ENSG00000228506.5	chr6	99425239	99425447	+	208	208.0	antisense	ENSG00000123552,ENSG00000132424	17	16	14	14	9	0	0.0249	0.0193	0.0539	182.5	196.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000228701_core_1	ENSG00000228701		U_ENSG00000228701.4	chr10	91798104	91798479	-	375	375.0	antisense	ENSG00000107854	19	19	19	19	16	4	0.0131	0.0114	0.0247	314.8	318.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000228804_core_2	ENSG00000228804		U_ENSG00000228804.6	chr3	187733523	187733785	+	262	262.0	antisense	ENSG00000113916,ENSG00000198471	18	18	18	18	18	0	0.014	0.0144	0.0179	225.4	237.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000228824_core_1	ENSG00000228824		U_ENSG00000228824.9	chr13	87670988	87671631	-	643	643.0	antisense	ENSG00000165300	19	17	17	16	16	16	0.0158	0.0064	0.0846	524.3	588.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000228830_core_1	ENSG00000228830		U_ENSG00000228830.1	chr1	234607367	234607637	+	270	270.0	antisense	ENSG00000168264	19	19	19	19	19	16	0.0094	0.0093	0.0121	263.4	268.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000228835_core_2	ENSG00000228835		U_ENSG00000228835.1	chr18	32770953	32771108	+	155	155.0	antisense	ENSG00000197705	19	18	15	14	9	0	0.0284	0.0218	0.083	135.9	154.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000228843_core_1	ENSG00000228843		U_ENSG00000228843.2	chr9	35756946	35757074	-	128	128.0	antisense	ENSG00000107185	17	1	1	1	0	0	0.0654	0.0667	0.0844	114.9	120.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,susScr11
