gene_bare	gene_name	overlap_category	coding_partners	n_cores	max_species_accepted	mean_species_per_core	best_mean_dist	best_median_dist	max_reference_core_length	max_species_d_le_0_05	max_species_d_le_0_04	max_species_d_le_0_03	max_species_d_le_0_02	max_species_d_le_0_01
ENSG00000300150		intergenic	.	1	17	17.0	0.019	0.0185	163	17	17	17	13	0
ENSG00000295881		intergenic	.	1	19	19.0	0.0191	0.0109	343	18	17	16	13	6
ENSG00000307850		intergenic	.	1	18	18.0	0.0191	0.0117	231	16	16	16	16	1
ENSG00000283240		intergenic	.	1	17	17.0	0.0192	0.0172	168	17	17	16	14	0
ENSG00000296081		intergenic	.	1	18	18.0	0.0194	0.0171	159	18	17	17	13	0
ENSG00000301635		intergenic	.	1	18	18.0	0.0194	0.0181	168	18	18	18	14	0
ENSG00000298352		intergenic	.	1	18	18.0	0.0194	0.0172	431	17	17	16	12	4
ENSG00000289990		intergenic	.	1	17	17.0	0.0194	0.0142	248	16	16	14	14	0
ENSG00000289902		intergenic	.	1	18	18.0	0.0195	0.0126	608	16	16	16	13	7
ENSG00000290728		intergenic	.	1	17	17.0	0.0195	0.0188	174	17	17	16	13	0
ENSG00000293535		intergenic	.	2	18	18.0	0.0196	0.0108	608	17	17	15	13	8
ENSG00000310005		intergenic	.	1	19	19.0	0.0196	0.0146	227	18	18	18	16	1
ENSG00000258910	LINC01956	intergenic	.	1	17	17.0	0.0196	0.0109	445	16	16	15	12	5
ENSG00000294404		intergenic	.	1	19	19.0	0.0196	0.0151	357	18	17	16	14	1
ENSG00000291052	ABCC13	intergenic	.	1	17	17.0	0.0197	0.0155	194	17	16	14	13	0
ENSG00000299829		intergenic	.	1	19	19.0	0.0197	0.018	146	19	19	18	14	0
ENSG00000255451		intergenic	.	1	17	17.0	0.0198	0.0203	208	17	17	16	8	0
ENSG00000303440		intergenic	.	1	19	19.0	0.0198	0.007	448	16	16	16	15	15
ENSG00000270111		intergenic	.	1	19	19.0	0.0199	0.0191	138	19	19	19	13	0
ENSG00000310528		intergenic	.	1	17	17.0	0.0199	0.0183	148	17	16	16	13	0
ENSG00000229203		intergenic	.	1	18	18.0	0.0201	0.0157	248	18	18	14	11	1
ENSG00000303528		intergenic	.	1	19	19.0	0.0202	0.0185	168	19	19	18	14	0
ENSG00000290387	SORD2P	intergenic	.	2	18	17.5	0.0202	0.0178	301	17	17	17	11	0
ENSG00000259119		intergenic	.	1	18	18.0	0.0204	0.008	448	16	14	14	14	13
ENSG00000300759		intergenic	.	1	19	19.0	0.0205	0.017	248	19	18	16	13	0
ENSG00000188511	MIR3667HG	intergenic	.	1	17	17.0	0.0207	0.0142	688	16	15	14	11	0
ENSG00000307808		intergenic	.	1	18	18.0	0.0207	0.019	168	18	18	18	11	0
ENSG00000290927		intergenic	.	2	18	17.5	0.0207	0.0116	608	16	15	15	11	6
ENSG00000278743		intergenic	.	1	17	17.0	0.0208	0.013	568	15	15	12	11	8
ENSG00000289200		intergenic	.	1	17	17.0	0.0209	0.0129	528	15	15	15	14	3
ENSG00000309026		intergenic	.	1	18	18.0	0.0209	0.0207	125	18	18	18	4	0
ENSG00000290906		intergenic	.	1	18	18.0	0.021	0.019	156	18	18	16	10	0
ENSG00000307841		intergenic	.	1	17	17.0	0.0211	0.0124	287	15	15	15	15	4
ENSG00000299952		intergenic	.	1	17	17.0	0.0211	0.0152	198	15	15	15	13	0
ENSG00000260738	LINC00554	intergenic	.	1	19	19.0	0.0212	0.0155	848	17	15	15	13	9
ENSG00000276687		intergenic	.	1	17	17.0	0.0212	0.017	368	16	16	14	10	1
ENSG00000289529		intergenic	.	1	17	17.0	0.0213	0.0096	392	14	14	13	13	9
ENSG00000249699		intergenic	.	1	18	18.0	0.0213	0.0183	168	18	18	15	11	0
ENSG00000290557		intergenic	.	2	18	17.5	0.0213	0.018	174	18	17	16	12	0
ENSG00000289915		intergenic	.	1	18	18.0	0.0214	0.0141	187	16	16	16	16	0
ENSG00000293548		intergenic	.	1	17	17.0	0.0214	0.0142	288	15	15	14	13	0
ENSG00000289235		intergenic	.	1	18	18.0	0.0215	0.0134	408	16	16	15	13	4
ENSG00000287583		intergenic	.	1	19	19.0	0.0215	0.0187	208	18	18	17	12	0
ENSG00000300431		intergenic	.	1	19	19.0	0.0215	0.0184	248	19	18	17	11	1
ENSG00000286380		intergenic	.	1	18	18.0	0.0216	0.0183	288	18	16	14	10	1
ENSG00000224817	LINC03046	intergenic	.	1	18	18.0	0.0216	0.0168	252	17	16	16	12	0
ENSG00000256717	LINC02698	intergenic	.	1	18	18.0	0.0217	0.019	265	18	17	16	11	1
ENSG00000261803	LINC02140	intergenic	.	1	18	18.0	0.0217	0.0207	144	18	17	17	7	0
ENSG00000293385		intergenic	.	2	18	17.5	0.0218	0.0139	216	18	18	17	13	0
ENSG00000287151	LINC03124	intergenic	.	1	18	18.0	0.0219	0.0202	151	18	18	16	9	0
ENSG00000303403		intergenic	.	1	17	17.0	0.0219	0.0138	261	15	15	15	14	0
ENSG00000291179		intergenic	.	1	17	17.0	0.0222	0.0186	328	17	15	14	9	1
ENSG00000293477	CRYZL2P	intergenic	.	1	19	19.0	0.0223	0.0149	229	17	17	17	15	0
ENSG00000300504		intergenic	.	1	17	17.0	0.0226	0.017	248	15	15	14	13	0
ENSG00000285914		intergenic	.	1	18	18.0	0.0226	0.0194	208	18	17	15	9	0
ENSG00000303398		intergenic	.	1	17	17.0	0.0227	0.0208	248	17	16	13	6	0
ENSG00000302972		intergenic	.	1	17	17.0	0.0228	0.0169	248	16	16	15	11	0
ENSG00000274270		intergenic	.	1	17	17.0	0.0229	0.0164	808	15	15	11	9	6
ENSG00000267204		intergenic	.	1	19	19.0	0.023	0.0206	1128	17	15	14	9	9
ENSG00000310508		intergenic	.	1	17	17.0	0.0232	0.0202	398	16	16	14	8	1
ENSG00000293451	TDH	intergenic	.	1	18	18.0	0.0232	0.02	270	16	16	15	9	2
ENSG00000236882	LINC01554	intergenic	.	1	17	17.0	0.0232	0.017	288	15	15	14	12	1
ENSG00000289087		intergenic	.	1	19	19.0	0.0234	0.0177	328	17	17	17	10	4
ENSG00000289851		intergenic	.	1	17	17.0	0.0236	0.0248	488	17	16	15	5	0
ENSG00000291105		intergenic	.	1	17	17.0	0.0239	0.0213	129	17	16	15	3	0
ENSG00000297836		intergenic	.	1	18	18.0	0.0239	0.0168	328	16	15	15	13	1
ENSG00000296576		intergenic	.	1	18	18.0	0.0239	0.0152	192	16	16	16	14	0
ENSG00000307859		intergenic	.	1	19	19.0	0.024	0.0164	173	17	17	17	15	0
ENSG00000304346		intergenic	.	1	19	19.0	0.024	0.0209	128	19	17	16	7	0
ENSG00000305887		intergenic	.	1	18	18.0	0.0241	0.0173	248	16	16	15	11	0
ENSG00000304855		intergenic	.	1	17	17.0	0.0242	0.0162	248	15	15	13	10	1
ENSG00000290569		intergenic	.	1	19	19.0	0.0242	0.017	422	18	15	13	10	5
ENSG00000275016		intergenic	.	1	19	19.0	0.0242	0.0207	168	18	18	14	9	0
ENSG00000307416		intergenic	.	1	19	19.0	0.0243	0.0224	208	19	19	16	6	0
ENSG00000229484	LINC02766	intergenic	.	1	19	19.0	0.0243	0.0163	224	17	17	17	13	0
ENSG00000301968		intergenic	.	2	17	17.0	0.0246	0.02	248	16	16	15	9	1
ENSG00000295616		intergenic	.	1	17	17.0	0.0246	0.0147	286	15	14	14	12	3
ENSG00000298647		intergenic	.	1	18	18.0	0.025	0.0181	568	16	13	13	10	5
ENSG00000296811		intergenic	.	1	17	17.0	0.025	0.0192	448	16	15	12	9	1
ENSG00000298187		intergenic	.	1	19	19.0	0.0251	0.023	168	19	18	14	7	0
ENSG00000295871		intergenic	.	1	19	19.0	0.0251	0.0185	248	17	15	15	10	1
ENSG00000262585	LINC01979	intergenic	.	1	17	17.0	0.0251	0.0214	608	15	15	12	7	6
ENSG00000283436	LINC01958	intergenic	.	1	18	18.0	0.0251	0.0212	128	18	18	14	6	0
ENSG00000291027	UBE2Q2P1	intergenic	.	1	18	18.0	0.0251	0.0114	421	16	14	13	10	5
ENSG00000304068		intergenic	.	1	19	19.0	0.0252	0.0252	128	19	19	19	0	0
ENSG00000290568		intergenic	.	1	17	17.0	0.0252	0.0232	179	16	16	15	2	0
ENSG00000300175		intergenic	.	1	18	18.0	0.0254	0.0219	208	18	15	14	5	0
ENSG00000307005		intergenic	.	1	18	18.0	0.0255	0.0189	231	16	15	13	11	1
ENSG00000310236		intergenic	.	1	18	18.0	0.0255	0.025	229	18	18	14	4	0
ENSG00000286321		intergenic	.	1	17	17.0	0.0256	0.0227	168	16	15	15	3	0
ENSG00000205830		intergenic	.	1	17	17.0	0.0256	0.0262	248	17	14	11	8	1
ENSG00000304716		intergenic	.	1	17	17.0	0.0256	0.018	328	14	14	13	9	4
ENSG00000273248		intergenic	.	1	19	19.0	0.0257	0.0228	608	17	14	14	8	6
ENSG00000247011		intergenic	.	2	17	17.0	0.0257	0.0232	288	17	17	13	6	0
ENSG00000299350		intergenic	.	1	19	19.0	0.0257	0.0239	208	18	17	14	7	0
ENSG00000254377	MIR124-2HG	intergenic	.	1	19	19.0	0.0258	0.0269	431	18	16	12	8	3
ENSG00000299191		intergenic	.	1	19	19.0	0.0258	0.0206	208	18	17	14	7	0
ENSG00000293697	ANKRD20A5P	intergenic	.	1	18	18.0	0.0258	0.0212	174	17	15	15	5	0
ENSG00000304838		intergenic	.	1	19	19.0	0.0258	0.0192	208	18	17	14	11	0
ENSG00000309681		intergenic	.	1	17	17.0	0.0258	0.0193	368	15	14	14	9	1
ENSG00000227036	LINC00511	intergenic	.	1	18	18.0	0.0258	0.0173	496	16	15	13	10	2
ENSG00000291234		intergenic	.	1	17	17.0	0.0258	0.0187	221	15	15	13	10	1
ENSG00000290768		intergenic	.	1	19	19.0	0.026	0.0222	288	19	14	14	8	1
ENSG00000298582		intergenic	.	1	17	17.0	0.0261	0.0254	128	17	17	14	0	0
ENSG00000254802		intergenic	.	1	17	17.0	0.0262	0.0205	208	16	16	13	7	0
ENSG00000300921		intergenic	.	1	17	17.0	0.0262	0.024	168	17	16	12	4	0
ENSG00000293403		intergenic	.	1	18	18.0	0.0262	0.0256	135	18	18	15	0	0
ENSG00000310211		intergenic	.	1	19	19.0	0.0263	0.0223	168	18	17	12	8	0
ENSG00000307123		intergenic	.	1	18	18.0	0.0263	0.0164	648	16	15	13	11	5
ENSG00000290453		intergenic	.	1	17	17.0	0.0264	0.0246	190	17	16	14	0	0
ENSG00000308640		intergenic	.	1	19	19.0	0.0264	0.0215	168	19	15	14	8	0
ENSG00000291170		intergenic	.	1	19	19.0	0.0269	0.0254	250	19	17	15	3	1
ENSG00000291031	BCORP1	intergenic	.	2	19	18.0	0.027	0.0221	168	17	16	13	1	0
ENSG00000293433		intergenic	.	1	17	17.0	0.027	0.0123	288	14	13	12	12	4
ENSG00000285668		intergenic	.	1	17	17.0	0.0272	0.0236	161	16	16	15	1	0
ENSG00000233977		intergenic	.	1	19	19.0	0.0273	0.018	222	16	16	16	11	0
ENSG00000293555	FAM169BP	intergenic	.	1	18	18.0	0.0273	0.0188	183	15	15	15	12	0
ENSG00000291233		intergenic	.	1	19	19.0	0.0274	0.0191	208	18	16	14	10	0
ENSG00000227060		intergenic	.	1	17	17.0	0.0274	0.0168	288	14	13	12	12	1
ENSG00000306847		intergenic	.	1	17	17.0	0.0275	0.0207	287	15	14	12	7	1
ENSG00000290944		intergenic	.	1	17	17.0	0.0276	0.0178	161	14	14	11	11	0
ENSG00000301565		intergenic	.	1	19	19.0	0.0277	0.0233	448	17	15	12	8	6
ENSG00000290338	FGD5P1	intergenic	.	1	17	17.0	0.0277	0.0251	328	17	15	9	3	1
ENSG00000309578		intergenic	.	1	19	19.0	0.0279	0.0168	289	15	15	15	10	0
ENSG00000291210		intergenic	.	1	17	17.0	0.0279	0.0246	177	16	14	14	5	0
ENSG00000297747		intergenic	.	1	18	18.0	0.028	0.0176	189	15	13	13	11	0
ENSG00000284846		intergenic	.	1	17	17.0	0.0281	0.0238	208	14	14	12	6	0
ENSG00000290819		intergenic	.	1	17	17.0	0.0282	0.0286	288	15	14	10	7	0
ENSG00000267391	MIR122HG	intergenic	.	2	18	17.5	0.0282	0.021	328	15	15	14	8	1
ENSG00000302744		intergenic	.	1	17	17.0	0.0283	0.0267	168	16	15	11	6	0
ENSG00000303659		intergenic	.	1	17	17.0	0.0283	0.0232	408	14	14	12	7	0
ENSG00000291012		intergenic	.	1	17	17.0	0.0283	0.0222	178	14	14	14	3	0
ENSG00000307919		intergenic	.	1	18	18.0	0.0283	0.0229	648	16	14	10	9	4
ENSG00000307386		intergenic	.	1	19	19.0	0.0286	0.0189	176	16	16	16	13	0
ENSG00000285543		intergenic	.	1	17	17.0	0.0286	0.0233	688	15	12	11	7	1
ENSG00000242268	LINC02082	intergenic	.	1	18	18.0	0.0287	0.0215	126	17	15	12	1	0
ENSG00000291294		intergenic	.	1	19	19.0	0.0287	0.0226	208	17	17	12	7	0
ENSG00000257476	LINC02459	intergenic	.	1	17	17.0	0.0287	0.0247	208	16	16	10	4	0
ENSG00000291264		intergenic	.	1	19	19.0	0.0288	0.0281	125	19	19	13	0	0
ENSG00000291166		intergenic	.	1	18	18.0	0.0288	0.0258	146	16	16	15	1	0
ENSG00000307314		intergenic	.	1	19	19.0	0.0289	0.0241	368	16	16	13	9	2
ENSG00000299868		intergenic	.	1	19	19.0	0.029	0.0252	178	18	15	14	3	0
ENSG00000232985		intergenic	.	1	18	18.0	0.029	0.0228	181	16	15	11	6	0
ENSG00000295838		intergenic	.	1	17	17.0	0.0291	0.0151	292	13	13	13	12	1
ENSG00000304478		intergenic	.	2	17	17.0	0.0291	0.0282	488	14	13	9	8	3
ENSG00000308397		intergenic	.	1	18	18.0	0.0291	0.0163	448	13	13	11	10	5
ENSG00000248918		intergenic	.	1	17	17.0	0.0292	0.0222	297	15	14	12	7	1
ENSG00000290757	CTSL3P	intergenic	.	1	19	19.0	0.0294	0.0238	194	17	15	14	1	0
ENSG00000310320		intergenic	.	1	18	18.0	0.0296	0.0276	165	16	15	10	5	0
ENSG00000307638		intergenic	.	1	18	18.0	0.0296	0.0209	368	15	14	12	8	0
ENSG00000293114		intergenic	.	1	18	18.0	0.0296	0.0212	406	16	14	12	8	1
ENSG00000308675		intergenic	.	1	18	18.0	0.0297	0.0201	182	16	15	11	9	0
ENSG00000293168		intergenic	.	1	17	17.0	0.0298	0.0246	243	16	12	12	6	0
ENSG00000301010		intergenic	.	1	18	18.0	0.0299	0.0248	168	16	15	12	2	0
ENSG00000290978		intergenic	.	1	18	18.0	0.03	0.022	161	15	14	13	4	0
ENSG00000297705		intergenic	.	1	18	18.0	0.03	0.025	448	15	13	12	6	2
ENSG00000307285		intergenic	.	1	18	18.0	0.0302	0.0256	288	14	14	13	7	1
ENSG00000295312		intergenic	.	1	18	18.0	0.0303	0.0302	128	18	18	8	1	0
ENSG00000297856		intergenic	.	1	18	18.0	0.0304	0.0248	368	15	15	12	5	1
ENSG00000287289		intergenic	.	1	18	18.0	0.0305	0.0232	408	16	16	12	6	0
ENSG00000305955	KMT2CP1	intergenic	.	1	18	18.0	0.0306	0.0274	165	16	16	11	2	0
ENSG00000294793		intergenic	.	1	18	18.0	0.0306	0.0185	328	14	12	12	9	2
ENSG00000231814	LINC00210	intergenic	.	1	17	17.0	0.0306	0.0246	328	14	13	10	7	0
ENSG00000290702		intergenic	.	1	17	17.0	0.0307	0.0228	168	14	14	10	8	0
ENSG00000204876		intergenic	.	1	18	18.0	0.0307	0.0238	1128	14	13	13	7	1
ENSG00000308184		intergenic	.	1	17	17.0	0.0307	0.0228	236	16	13	12	5	1
ENSG00000227115	LINC01630	intergenic	.	1	17	17.0	0.0307	0.0261	688	14	14	11	5	1
ENSG00000305272		intergenic	.	1	18	18.0	0.0308	0.0179	303	15	14	12	11	0
ENSG00000304379		intergenic	.	1	19	19.0	0.031	0.0223	288	15	14	12	9	1
ENSG00000303219		intergenic	.	1	17	17.0	0.0313	0.0197	175	14	14	14	12	0
ENSG00000261770		intergenic	.	1	18	18.0	0.0313	0.0283	128	17	15	10	0	0
ENSG00000257860	C12orf42-AS1	intergenic	.	1	17	17.0	0.0313	0.0114	488	12	12	12	10	8
ENSG00000223726		intergenic	.	1	18	18.0	0.0315	0.0241	128	17	15	11	0	0
ENSG00000301642		intergenic	.	1	18	18.0	0.0317	0.0274	211	15	11	9	7	0
ENSG00000287178		intergenic	.	1	18	18.0	0.0319	0.0264	168	16	14	12	2	0
ENSG00000293193		intergenic	.	1	19	19.0	0.032	0.0271	209	17	14	11	2	0
ENSG00000274265		intergenic	.	1	19	19.0	0.032	0.0239	328	16	13	11	6	2
ENSG00000256362	LINC02375	intergenic	.	1	17	17.0	0.0325	0.0282	144	15	14	11	1	0
ENSG00000308057		intergenic	.	1	17	17.0	0.0326	0.0262	248	14	13	11	4	0
ENSG00000226954		intergenic	.	1	17	17.0	0.0326	0.0282	568	13	13	11	5	1
ENSG00000233730	LINC01765	intergenic	.	1	17	17.0	0.0326	0.0227	248	15	11	9	6	1
ENSG00000304756		intergenic	.	1	19	19.0	0.0327	0.0302	132	18	17	9	0	0
ENSG00000296619		intergenic	.	1	17	17.0	0.0328	0.0216	248	13	12	10	8	1
ENSG00000233082		intergenic	.	1	17	17.0	0.0329	0.0314	121	16	14	5	2	0
ENSG00000298856		intergenic	.	1	19	19.0	0.0329	0.0238	216	15	15	13	7	0
ENSG00000295089		intergenic	.	1	17	17.0	0.0331	0.018	271	13	12	11	10	2
ENSG00000233290		intergenic	.	1	18	18.0	0.0331	0.0326	128	16	16	8	3	0
ENSG00000307978		intergenic	.	1	17	17.0	0.0332	0.0234	368	14	13	11	8	0
ENSG00000290972		intergenic	.	1	18	18.0	0.0334	0.0274	143	15	15	10	1	0
ENSG00000308439		intergenic	.	1	17	17.0	0.0335	0.0253	168	14	13	12	2	0
ENSG00000232413		intergenic	.	1	18	18.0	0.0335	0.028	128	15	15	9	1	0
ENSG00000295970		intergenic	.	1	17	17.0	0.0335	0.0294	168	15	12	10	0	0
ENSG00000298941		intergenic	.	1	17	17.0	0.0336	0.0322	131	16	15	6	0	0
ENSG00000291222		intergenic	.	1	17	17.0	0.034	0.0231	208	13	13	12	7	0
ENSG00000291189		intergenic	.	1	18	18.0	0.0341	0.0286	156	16	14	11	0	0
ENSG00000289328		intergenic	.	1	19	19.0	0.0342	0.0318	128	19	15	6	0	0
ENSG00000304775		intergenic	.	1	19	19.0	0.0342	0.0299	168	16	15	10	1	0
ENSG00000306251		intergenic	.	1	17	17.0	0.0342	0.029	168	13	13	9	1	0
ENSG00000253230	MIR124-1HG	intergenic	.	1	17	17.0	0.0343	0.0241	207	13	11	10	5	0
ENSG00000233593	LINC02609	intergenic	.	1	18	18.0	0.0343	0.0278	336	15	13	10	0	0
ENSG00000290655		intergenic	.	1	17	17.0	0.0343	0.0299	150	15	12	9	0	0
ENSG00000253688		intergenic	.	1	19	19.0	0.0344	0.0241	139	16	15	11	5	0
ENSG00000296592		intergenic	.	1	17	17.0	0.0344	0.0173	448	12	12	10	9	2
ENSG00000275481		intergenic	.	1	17	17.0	0.0345	0.0243	368	12	10	10	7	1
ENSG00000304180		intergenic	.	1	17	17.0	0.0346	0.0349	244	14	11	7	3	0
ENSG00000308054		intergenic	.	1	17	17.0	0.0354	0.0177	328	13	11	11	10	0
ENSG00000308710		intergenic	.	1	17	17.0	0.0355	0.0322	208	13	12	8	4	0
ENSG00000296524	NCF1C	intergenic	.	1	17	17.0	0.0359	0.0252	248	13	10	10	6	1
ENSG00000306168		intergenic	.	1	18	18.0	0.0361	0.0262	168	13	11	10	0	0
ENSG00000298794		intergenic	.	1	17	17.0	0.0362	0.0296	128	15	12	10	0	0
ENSG00000223944		intergenic	.	1	18	18.0	0.0364	0.0288	128	15	14	10	0	0
ENSG00000251391		intergenic	.	1	18	18.0	0.0365	0.0259	142	13	13	12	2	0
ENSG00000286281		intergenic	.	1	18	18.0	0.0368	0.0417	387	15	8	7	3	1
ENSG00000306229		intergenic	.	1	17	17.0	0.0369	0.0276	328	13	12	10	2	1
ENSG00000309891		intergenic	.	1	17	17.0	0.0371	0.0188	168	10	10	10	9	0
ENSG00000234546	LNCTAM34A	intergenic	.	1	18	18.0	0.0376	0.026	225	13	13	11	5	0
ENSG00000307615		intergenic	.	1	17	17.0	0.0378	0.0277	203	13	12	9	4	0
ENSG00000297577		intergenic	.	1	18	18.0	0.0378	0.0351	248	13	10	8	8	1
ENSG00000290809		intergenic	.	1	17	17.0	0.038	0.0337	128	14	11	5	0	0
ENSG00000229307		intergenic	.	1	18	18.0	0.0385	0.0274	128	14	14	12	1	0
ENSG00000302834		intergenic	.	1	17	17.0	0.0386	0.0379	230	15	10	4	1	0
ENSG00000273244		intergenic	.	1	18	18.0	0.0387	0.0318	129	14	13	8	1	0
ENSG00000267723		intergenic	.	1	17	17.0	0.0389	0.0319	128	13	13	8	0	0
ENSG00000290926	LINC03006	intergenic	.	1	17	17.0	0.0393	0.035	230	11	11	6	3	0
ENSG00000254401		intergenic	.	1	19	19.0	0.0398	0.0407	208	17	8	4	0	0
ENSG00000294066		intergenic	.	1	17	17.0	0.0398	0.0263	255	12	12	11	5	1
ENSG00000308795		intergenic	.	1	18	18.0	0.04	0.0222	368	12	11	10	7	1
ENSG00000240423	LINC00636	intergenic	.	1	18	18.0	0.0401	0.0319	435	13	11	9	3	0
ENSG00000291266	SMG1P5	intergenic	.	1	17	17.0	0.0403	0.0393	127	14	9	3	0	0
ENSG00000291109	CES1P1	intergenic	.	1	17	17.0	0.0408	0.032	140	14	10	7	0	0
ENSG00000303605		intergenic	.	1	18	18.0	0.041	0.0412	323	14	7	4	1	1
ENSG00000260804	LINC01963	intergenic	.	1	18	18.0	0.0416	0.0302	248	12	11	9	2	0
ENSG00000298223		intergenic	.	1	19	19.0	0.0417	0.0357	208	13	10	4	1	0
ENSG00000291204		intergenic	.	1	17	17.0	0.0421	0.0349	156	13	13	2	1	0
ENSG00000294017		intergenic	.	1	17	17.0	0.0423	0.0339	285	14	12	6	1	0
ENSG00000205086	LINC02898	intergenic	.	1	18	18.0	0.0424	0.0273	208	11	11	9	7	0
ENSG00000309236		intergenic	.	1	18	18.0	0.0427	0.0372	148	15	11	4	1	0
ENSG00000233723	LINC01122	intergenic	.	1	18	18.0	0.0433	0.0351	128	12	11	4	0	0
ENSG00000295683		intergenic	.	1	17	17.0	0.0434	0.0435	156	10	6	4	0	0
ENSG00000303496		intergenic	.	1	17	17.0	0.0435	0.0354	264	10	10	7	1	0
ENSG00000290743		intergenic	.	1	17	17.0	0.044	0.0367	128	13	10	2	0	0
ENSG00000225708		intergenic	.	1	17	17.0	0.0442	0.0385	248	12	9	7	4	1
ENSG00000289123		intergenic	.	1	17	17.0	0.0445	0.032	968	9	9	8	3	1
ENSG00000285611		intergenic	.	1	18	18.0	0.0451	0.0448	128	18	0	0	0	0
ENSG00000297292		intergenic	.	1	18	18.0	0.0457	0.0277	168	12	12	10	3	0
ENSG00000233920		intergenic	.	1	17	17.0	0.0457	0.0381	328	10	9	8	4	0
ENSG00000300787		intergenic	.	1	18	18.0	0.0469	0.0486	208	10	8	6	1	0
ENSG00000310515		intergenic	.	1	18	18.0	0.0473	0.042	168	12	8	2	1	0
ENSG00000310440		intergenic	.	1	17	17.0	0.0475	0.0431	208	12	6	1	1	0
ENSG00000302523		intergenic	.	1	19	19.0	0.0485	0.0448	208	13	7	2	1	0
ENSG00000236908	LINC02827	intergenic	.	1	17	17.0	0.0495	0.0524	408	8	7	5	1	1
ENSG00000306420		intergenic	.	1	17	17.0	0.0496	0.042	163	10	8	5	1	0
ENSG00000308386		intergenic	.	1	17	17.0	0.0496	0.0454	236	11	1	0	0	0
ENSG00000284623	LINC02786	intergenic	.	1	18	18.0	0.0502	0.0356	183	12	10	7	1	0
ENSG00000305567		intergenic	.	1	17	17.0	0.0504	0.0359	179	10	10	8	7	0
ENSG00000291198		intergenic	.	1	18	18.0	0.0511	0.0503	168	9	2	1	1	0
ENSG00000261807	LINC02141	intergenic	.	1	17	17.0	0.052	0.0433	528	11	6	2	1	1
ENSG00000284430		intergenic	.	1	17	17.0	0.0529	0.0508	514	8	5	2	2	1
ENSG00000258038		intergenic	.	1	17	17.0	0.0547	0.0521	175	8	7	4	1	0
ENSG00000295937		intergenic	.	1	17	17.0	0.055	0.0552	120	7	4	1	0	0
ENSG00000302517		intergenic	.	1	19	19.0	0.0554	0.0551	120	9	4	0	0	0
ENSG00000279151		intergenic	.	1	17	17.0	0.0556	0.0568	140	7	4	1	1	0
ENSG00000280953	LINC01163	intergenic	.	1	17	17.0	0.0558	0.0512	206	8	7	0	0	0
ENSG00000301262		intergenic	.	1	17	17.0	0.0565	0.0575	185	7	3	1	1	0
ENSG00000296808		intergenic	.	1	19	19.0	0.0571	0.0568	120	7	3	0	0	0
ENSG00000303968		intergenic	.	1	17	17.0	0.0586	0.0602	288	5	4	2	0	0
ENSG00000174407	MIR1-1HG	intergenic	.	1	17	17.0	0.0592	0.0565	208	6	1	1	1	0
ENSG00000286258		intergenic	.	1	18	18.0	0.0658	0.0645	128	4	2	0	0	0
ENSG00000294970		intergenic	.	1	17	17.0	0.0696	0.0732	124	1	1	1	1	0
ENSG00000283095		intergenic	.	1	17	17.0	0.0751	0.071	270	1	1	0	0	0
ENSG00000259826	CDK13-DT	near_coding_5kb	.	1	17	17.0	0.007	0.0053	1008	17	17	17	16	14
ENSG00000302140		near_coding_5kb	.	1	19	19.0	0.0081	0.0075	568	19	19	19	19	16
ENSG00000295236		near_coding_5kb	.	1	18	18.0	0.0085	0.0064	568	18	18	18	17	13
ENSG00000277837		near_coding_5kb	.	1	18	18.0	0.009	0.0086	528	18	18	18	18	15
ENSG00000289111		near_coding_5kb	.	1	19	19.0	0.0102	0.0053	728	18	18	18	17	13
ENSG00000289296		near_coding_5kb	.	1	19	19.0	0.0103	0.0098	328	19	19	19	18	11
ENSG00000310004		near_coding_5kb	.	2	18	17.5	0.0107	0.0081	379	18	18	18	16	11
ENSG00000268471	MIR4453HG	near_coding_5kb	.	1	19	19.0	0.0108	0.0061	768	19	18	18	16	14
ENSG00000221949	LINC01465	near_coding_5kb	.	1	19	19.0	0.0111	0.0069	768	19	18	18	16	12
ENSG00000289159		near_coding_5kb	.	2	18	17.5	0.0112	0.0069	608	18	18	16	16	11
ENSG00000303054		near_coding_5kb	.	1	18	18.0	0.0113	0.009	315	18	18	18	16	13
ENSG00000291121		near_coding_5kb	.	1	19	19.0	0.0115	0.0106	509	19	19	19	19	9
ENSG00000293556		near_coding_5kb	.	2	18	18.0	0.0115	0.0105	323	18	18	18	17	7
ENSG00000304197		near_coding_5kb	.	2	19	18.5	0.0115	0.0115	201	19	19	19	19	0
ENSG00000270177	PPP2CA-DT	near_coding_5kb	.	1	19	19.0	0.0116	0.008	968	19	18	17	17	15
ENSG00000275180		near_coding_5kb	.	1	19	19.0	0.0116	0.0062	688	18	18	18	18	16
ENSG00000291152	SBDSP1	near_coding_5kb	.	1	19	19.0	0.0117	0.0108	368	19	19	19	19	5
ENSG00000288779		near_coding_5kb	.	1	19	19.0	0.012	0.0068	808	19	19	16	16	13
ENSG00000285967	NIPBL-DT	near_coding_5kb	.	1	18	18.0	0.0121	0.0055	846	17	16	16	15	15
ENSG00000278921	EPB41L4A-DT	near_coding_5kb	.	1	18	18.0	0.0123	0.0106	488	18	18	18	15	8
ENSG00000294927		near_coding_5kb	.	1	19	19.0	0.0126	0.0125	488	19	19	19	18	6
ENSG00000273015		near_coding_5kb	.	1	19	19.0	0.0126	0.008	768	18	18	18	15	11
